movie_name,is_adult,year_of_release,genres,actor_1,actor_2,actor_3,imdb_rating,comb
Ishq Mein Jeena Ishq Mein Marna,0,1994,romance,divya dutta,brij gopal,shafi inamdar,6.7,Ishq Mein Jeena Ishq Mein Marna romance divya dutta brij gopal shafi inamdar
Juaari,0,1994,action drama,dharmendra,arman kohli,shilpa shirodkar,3.8,Juaari action drama dharmendra arman kohli shilpa shirodkar
Jazbaat,0,1994,romance,suchitra krishnamoorthi,rohit roy,reema lagoo,1.8,Jazbaat romance suchitra krishnamoorthi rohit roy reema lagoo
Janata Ki Adalat,0,1994,musical,sadashiv amrapurkar,asrani,laxmikant berde,5.5,Janata Ki Adalat musical sadashiv amrapurkar asrani laxmikant berde
Madam X,0,1994,action crime drama,rekha,mohsin khan,shakti kapoor,3.9,Madam X action crime drama rekha mohsin khan shakti kapoor
Khudai,0,1994,drama,rajesh khanna,madhavi,deepika chikhalia,6.1,Khudai drama rajesh khanna madhavi deepika chikhalia
Karan,0,1994,action,virender razdan,,unknown,3.9,Karan action virender razdan  unknown
Mammo,0,1994,drama,farida jalal,surekha sikri,amit phalke,7.7,Mammo drama farida jalal surekha sikri amit phalke
Madhosh,0,1994,romance,deven bhojani,dilip dhawan,dinesh hingoo,7.1,Madhosh romance deven bhojani dilip dhawan dinesh hingoo
Naaraaz,0,1994,action crime drama,pooja bhatt,mithun chakraborty,atul agnihotri,6.1,Naaraaz action crime drama pooja bhatt mithun chakraborty atul agnihotri
Kranti Kshetra,0,1994,action comedy drama,mithun chakraborty,pooja bhatt,harish,5.7,Kranti Kshetra action comedy drama mithun chakraborty pooja bhatt harish
Pehla Pehla Pyar,0,1994,comedy drama romance,rishi kapoor,tabu,anupam kher,5.0,Pehla Pehla Pyar comedy drama romance rishi kapoor tabu anupam kher
Maha Shaktishaali,0,1994,action crime drama,pankaj berry,dharmendra,gulshan grover,5.7,Maha Shaktishaali action crime drama pankaj berry dharmendra gulshan grover
Prem Shakti,0,1994,action drama fantasy,govinda,karisma kapoor,shakti kapoor,3.9,Prem Shakti action drama fantasy govinda karisma kapoor shakti kapoor
Saajan Ka Ghar,0,1994,drama,rishi kapoor,juhi chawla,deepak tijori,4.8,Saajan Ka Ghar drama rishi kapoor juhi chawla deepak tijori
Mr. Azaad,0,1994,action comedy drama,anil kapoor,niki walia,ishrat ali,4.2,Mr. Azaad action comedy drama anil kapoor niki walia ishrat ali
Paramaatma,0,1994,action drama fantasy,mithun chakraborty,juhi chawla,amrish puri,6.8,Paramaatma action drama fantasy mithun chakraborty juhi chawla amrish puri
Prem Yog,0,1994,drama family,rishi kapoor,madhoo,shammi kapoor,6.1,Prem Yog drama family rishi kapoor madhoo shammi kapoor
Stunttman,0,1994,action drama romance,avtar singh ahluwalia,tinnu anand,ami asthana,5.1,Stunttman action drama romance avtar singh ahluwalia tinnu anand ami asthana
Pyar Ka Rog,0,1994,comedy drama romance,ravi behl,sheeba,,3.0,Pyar Ka Rog comedy drama romance ravi behl sheeba 
Udhaar Ki Zindagi,0,1994,drama,jeetendra,moushumi chatterjee,kajol,6.0,Udhaar Ki Zindagi drama jeetendra moushumi chatterjee kajol
Teesra Kaun?,0,1994,comedy thriller,mithun chakraborty,chunky pandey,somy ali,5.3,Teesra Kaun? comedy thriller mithun chakraborty chunky pandey somy ali
The Gentleman,0,1994,action drama,chiranjeevi,juhi chawla,paresh rawal,5.4,The Gentleman action drama chiranjeevi juhi chawla paresh rawal
Woh Chokri,0,1994,drama,pallavi joshi,neena gupta,paresh rawal,8.1,Woh Chokri drama pallavi joshi neena gupta paresh rawal
Sangdil Sanam,0,1994,drama romance,anand balraj,beena banerjee,kishore anand bhanushali,3.6,Sangdil Sanam drama romance anand balraj beena banerjee kishore anand bhanushali
Yaar Gaddar,0,1994,action drama,saif ali khan,sweta,,4.4,Yaar Gaddar action drama saif ali khan sweta 
Zaalim,0,1994,action drama,akshay kumar,madhoo,vishnuvardhan,5.1,Zaalim action drama akshay kumar madhoo vishnuvardhan
Zamane Se Kya Darna,0,1994,action drama romance,sanjay dutt,raveena tandon,alok nath,5.7,Zamane Se Kya Darna action drama romance sanjay dutt raveena tandon alok nath
Aag Ka Toofaan,0,1993,action,dharmendra,,unknown,5.1,Aag Ka Toofaan action dharmendra  unknown
Vaade Iraade,0,1994,drama family romance,ayush kumar,mamta kulkarni,suchitra krishnamoorthi,5.4,Vaade Iraade drama family romance ayush kumar mamta kulkarni suchitra krishnamoorthi
Zakhmi Dil,0,1994,action drama romance,akshay kumar,ashwini bhave,ravi kishan,4.2,Zakhmi Dil action drama romance akshay kumar ashwini bhave ravi kishan
Aadmi Khilona Hai,0,1993,drama romance,jeetendra,reena roy,govinda,5.1,Aadmi Khilona Hai drama romance jeetendra reena roy govinda
Aaina,0,1993,drama romance,jackie shroff,juhi chawla,amrita singh,6.1,Aaina drama romance jackie shroff juhi chawla amrita singh
Aaja Meri Jaan,0,1993,romance,krishan kumar,tanya singh,shammi kapoor,4.7,Aaja Meri Jaan romance krishan kumar tanya singh shammi kapoor
Aankhen,0,1993,action comedy crime,govinda,chunky pandey,raj babbar,6.7,Aankhen action comedy crime govinda chunky pandey raj babbar
Aashik Aawara,0,1993,drama,saif ali khan,mamta kulkarni,mohnish bahl,5.3,Aashik Aawara drama saif ali khan mamta kulkarni mohnish bahl
Aadmi,0,1993,action crime drama,ajit,vikas anand,arjun,6.8,Aadmi action crime drama ajit vikas anand arjun
Yuhi Kabhi,0,1994,comedy drama,tinnu anand,master bhagwan,kumar bhatia,6.1,Yuhi Kabhi comedy drama tinnu anand master bhagwan kumar bhatia
Anmol,0,1993,drama family romance,maya alagh,sudha chopra,anil dhawan,5.7,Anmol drama family romance maya alagh sudha chopra anil dhawan
Aulad Ke Dushman,0,1993,drama,vikas anand,harbans darshan m. arora,raj babbar,4.2,Aulad Ke Dushman drama vikas anand harbans darshan m. arora raj babbar
Aasoo Bane Angaarey,0,1993,action,jeetendra,madhuri dixit,kiran kumar,4.9,Aasoo Bane Angaarey action jeetendra madhuri dixit kiran kumar
Anari,0,1993,comedy drama romance,rakhee gulzar,venkatesh daggubati,karisma kapoor,4.6,Anari comedy drama romance rakhee gulzar venkatesh daggubati karisma kapoor
Ashaant,0,1993,action thriller,akshay kumar,vishnuvardhan,ashwini bhave,5.3,Ashaant action thriller akshay kumar vishnuvardhan ashwini bhave
Bhaji on the Beach,0,1993,comedy drama,kim vithana,jimmi harkishin,sarita khajuria,6.3,Bhaji on the Beach comedy drama kim vithana jimmi harkishin sarita khajuria
Bedardi,0,1993,action crime,ajay devgn,urmila matondkar,reena roy,4.0,Bedardi action crime ajay devgn urmila matondkar reena roy
Balmaa,0,1993,romance,avinash wadhavan,ayesha jhulka,,5.6,Balmaa romance avinash wadhavan ayesha jhulka 
Baazigar,0,1993,crime drama musical,shah rukh khan,kajol,dalip tahil,7.7,Baazigar crime drama musical shah rukh khan kajol dalip tahil
Chahoonga Main Tujhe,0,1993,drama romance,shafi inamdar,irfan kamal,neelu kapoor,6.5,Chahoonga Main Tujhe drama romance shafi inamdar irfan kamal neelu kapoor
Damini,0,1993,crime drama,meenakshi sheshadri,rishi kapoor,sunny deol,7.8,Damini crime drama meenakshi sheshadri rishi kapoor sunny deol
Dalaal,0,1993,action drama,mithun chakraborty,ayesha jhulka,ravi behl,6.0,Dalaal action drama mithun chakraborty ayesha jhulka ravi behl
Bhagyawan,0,1994,drama,govinda,juhi chawla,pran,4.7,Bhagyawan drama govinda juhi chawla pran
Bhookamp,0,1993,action drama family,deven bhojani,rohini hattangadi,jeetendra,5.5,Bhookamp action drama family deven bhojani rohini hattangadi jeetendra
Dhanwaan,0,1993,comedy drama romance,ajay devgn,manisha koirala,karisma kapoor,3.3,Dhanwaan comedy drama romance ajay devgn manisha koirala karisma kapoor
Dhartiputra,0,1993,action drama,mammootty,jaya prada,rishi kapoor,5.8,Dhartiputra action drama mammootty jaya prada rishi kapoor
Dil Hai Betaab,0,1993,action drama romance,vivek mushran,ajay devgn,pratibha sinha,4.7,Dil Hai Betaab action drama romance vivek mushran ajay devgn pratibha sinha
Chor Aur Chand,0,1993,action adventure drama,aditya pancholi,pooja bhatt,aruna irani,7.2,Chor Aur Chand action adventure drama aditya pancholi pooja bhatt aruna irani
Dil Ki Baazi,0,1993,action drama,rakhee gulzar,avinash wadhavan,akshay kumar,5.5,Dil Ki Baazi action drama rakhee gulzar avinash wadhavan akshay kumar
Dil Tera Aashiq,0,1993,comedy drama romance,madhuri dixit,salman khan,kader khan,5.1,Dil Tera Aashiq comedy drama romance madhuri dixit salman khan kader khan
Divya Shakti,0,1993,action drama,ajay devgn,raveena tandon,satyendra kapoor,3.8,Divya Shakti action drama ajay devgn raveena tandon satyendra kapoor
Chandra Mukhi,0,1993,comedy fantasy romance,maya alagh,tinnu anand,mohnish bahl,3.7,Chandra Mukhi comedy fantasy romance maya alagh tinnu anand mohnish bahl
Gardish,0,1993,action crime drama,jackie shroff,amrish puri,dimple kapadia,7.4,Gardish action crime drama jackie shroff amrish puri dimple kapadia
Ek Hi Raasta,0,1993,action thriller,ajay devgn,raveena tandon,saeed jaffrey,3.5,Ek Hi Raasta action thriller ajay devgn raveena tandon saeed jaffrey
Darr,0,1993,drama romance thriller,juhi chawla,sunny deol,shah rukh khan,7.8,Darr drama romance thriller juhi chawla sunny deol shah rukh khan
Gumrah,0,1993,action crime drama,sanjay dutt,sridevi,anupam kher,6.3,Gumrah action crime drama sanjay dutt sridevi anupam kher
Gurudev,0,1993,action drama romance,rishi kapoor,sridevi,anil kapoor,4.8,Gurudev action drama romance rishi kapoor sridevi anil kapoor
Hum Hain Rahi Pyar Ke,0,1993,comedy drama family,aamir khan,juhi chawla,sharokh bharucha,7.4,Hum Hain Rahi Pyar Ke comedy drama family aamir khan juhi chawla sharokh bharucha
In Custody,0,1994,comedy drama,shashi kapoor,shabana azmi,om puri,7.0,In Custody comedy drama shashi kapoor shabana azmi om puri
Hasti,0,1993,action,jackie shroff,naseeruddin shah,nagma,5.3,Hasti action jackie shroff naseeruddin shah nagma
Game,0,1993,action crime drama,naseeruddin shah,aditya pancholi,rahul roy,5.2,Game action crime drama naseeruddin shah aditya pancholi rahul roy
Izzat Ki Roti,0,1993,drama,urmila bhatt,birbal,juhi chawla,5.1,Izzat Ki Roti drama urmila bhatt birbal juhi chawla
Rules and Regulations,0,1993,action crime drama,akshay kumar,sudesh berry,ashwini bhave,5.3,Rules and Regulations action crime drama akshay kumar sudesh berry ashwini bhave
Insaniyat Ke Devta,0,1993,action crime drama,vikas anand,rakesh bedi,rita bhaduri,5.2,Insaniyat Ke Devta action crime drama vikas anand rakesh bedi rita bhaduri
Khal-Naaikaa,0,1993,crime drama thriller,jeetendra,jaya prada,anu agrawal,3.8,Khal-Naaikaa crime drama thriller jeetendra jaya prada anu agrawal
Khal Nayak,0,1993,action adventure crime,sanjay dutt,madhuri dixit,jackie shroff,7.2,Khal Nayak action adventure crime sanjay dutt madhuri dixit jackie shroff
King Uncle,0,1993,comedy drama family,jackie shroff,shah rukh khan,nagma,5.1,King Uncle comedy drama family jackie shroff shah rukh khan nagma
Kshatriya,0,1993,action drama war,sunil dutt,dharmendra,vinod khanna,5.9,Kshatriya action drama war sunil dutt dharmendra vinod khanna
Gunaah,0,1993,action thriller,sunny deol,dimple kapadia,sumeet saigal,5.0,Gunaah action thriller sunny deol dimple kapadia sumeet saigal
Hum Hain Kamaal Ke,0,1993,action comedy crime,sheeba,sujoy mukherjee,kader khan,5.6,Hum Hain Kamaal Ke action comedy crime sheeba sujoy mukherjee kader khan
Geetanjali,0,1993,drama,jeetendra,rekha,vijay arora,6.5,Geetanjali drama jeetendra rekha vijay arora
Jeevan Ki Shatranj,0,1993,action comedy crime,mithun chakraborty,avtar gill,aruna irani,4.5,Jeevan Ki Shatranj action comedy crime mithun chakraborty avtar gill aruna irani
The Monster,0,1994,horror music,karan shah,archana puran singh,johnny lever,4.3,The Monster horror music karan shah archana puran singh johnny lever
Maya,0,1993,drama mystery romance,deepa sahi,farooq shaikh,raj babbar,5.3,Maya drama mystery romance deepa sahi farooq shaikh raj babbar
Muqabla,0,1993,action crime drama,govinda,karisma kapoor,farha naaz,4.4,Muqabla action crime drama govinda karisma kapoor farha naaz
Pardesi,0,1993,action,mithun chakraborty,sumalatha,varsha usgaonkar,5.2,Pardesi action mithun chakraborty sumalatha varsha usgaonkar
Patang,0,1993,drama,shabana azmi,shafiq syed,om puri,6.9,Patang drama shabana azmi shafiq syed om puri
Pehchaan,0,1993,action drama thriller,sunil shetty,saif ali khan,shilpa shirodkar,4.4,Pehchaan action drama thriller sunil shetty saif ali khan shilpa shirodkar
Pehla Nasha,0,1993,mystery romance thriller,deepak tijori,pooja bhatt,raveena tandon,5.1,Pehla Nasha mystery romance thriller deepak tijori pooja bhatt raveena tandon
Meri Aan,0,1993,drama family romance,chandrashekhar,sanjay dutt,farheen,4.8,Meri Aan drama family romance chandrashekhar sanjay dutt farheen
Krishan Avtaar,0,1993,action,mithun chakraborty,somy ali,hashmat khan,6.1,Krishan Avtaar action mithun chakraborty somy ali hashmat khan
Lootere,0,1993,action romance thriller,sunny deol,juhi chawla,,5.2,Lootere action romance thriller sunny deol juhi chawla 
Phool,0,1993,romance,kumar gaurav,madhuri dixit,sunil dutt,5.2,Phool romance kumar gaurav madhuri dixit sunil dutt
Phool Aur Angaar,0,1993,action drama,arjun,asrani,mohnish bahl,5.7,Phool Aur Angaar action drama arjun asrani mohnish bahl
Platform,0,1993,action crime drama,ajay devgn,tisca chopra,priya,3.6,Platform action crime drama ajay devgn tisca chopra priya
Professor Ki Padosan,0,1994,comedy,sanjeev kumar,padmini kolhapure,shekhar suman,6.4,Professor Ki Padosan comedy sanjeev kumar padmini kolhapure shekhar suman
Phir Teri Kahani Yaad Aayee,0,1993,drama romance,pooja bhatt,rahul roy,pooja bedi,6.1,Phir Teri Kahani Yaad Aayee drama romance pooja bhatt rahul roy pooja bedi
Papeeha,0,1993,drama,milind gunaji,veeni paranjape joglekar,,7.9,Papeeha drama milind gunaji veeni paranjape joglekar 
Police Wala,0,1993,romance,chunky pandey,kiran kumar,,4.4,Police Wala romance chunky pandey kiran kumar 
Sainik,0,1993,action drama romance,akshay kumar,ashwini bhave,farheen,6.2,Sainik action drama romance akshay kumar ashwini bhave farheen
Phoolan Hasina Ramkali,0,1993,action,kirti singh,sudha chandran,tahir khan,5.1,Phoolan Hasina Ramkali action kirti singh sudha chandran tahir khan
Sahibaan,0,1993,drama romance,rishi kapoor,sanjay dutt,madhuri dixit,5.5,Sahibaan drama romance rishi kapoor sanjay dutt madhuri dixit
Rang,0,1993,drama romance,jeetendra,amrita singh,kamal sadanah,4.6,Rang drama romance jeetendra amrita singh kamal sadanah
Sangram,0,1993,drama romance,ajay devgn,ayesha jhulka,karisma kapoor,3.1,Sangram drama romance ajay devgn ayesha jhulka karisma kapoor
Roop Ki Rani Choron Ka Raja,0,1993,action drama musical,anil kapoor,sridevi,anupam kher,4.9,Roop Ki Rani Choron Ka Raja action drama musical anil kapoor sridevi anupam kher
Rudaali,0,1993,drama,rakhee gulzar,dimple kapadia,raj babbar,7.2,Rudaali drama rakhee gulzar dimple kapadia raj babbar
Pyar Pyar,0,1993,action drama romance,beena banerjee,kishore anand bhanushali,isha gupta,4.3,Pyar Pyar action drama romance beena banerjee kishore anand bhanushali isha gupta
Shaktiman,0,1993,action drama romance,ajay devgn,karisma kapoor,mukesh khanna,2.4,Shaktiman action drama romance ajay devgn karisma kapoor mukesh khanna
Shatranj,0,1993,comedy drama romance,jackie shroff,juhi chawla,mithun chakraborty,6.5,Shatranj comedy drama romance jackie shroff juhi chawla mithun chakraborty
Shreemaan Aashique,0,1993,comedy,rishi kapoor,urmila matondkar,bindu,4.6,Shreemaan Aashique comedy rishi kapoor urmila matondkar bindu
Tadipaar,0,1993,action drama,mithun chakraborty,pooja bhatt,anupam kher,5.1,Tadipaar action drama mithun chakraborty pooja bhatt anupam kher
Sardar,0,1993,biography drama history,paresh rawal,,unknown,7.9,Sardar biography drama history paresh rawal  unknown
The Melody of Love,0,1993,drama musical,manu gargi,anita ayoob,akshay anand,4.2,The Melody of Love drama musical manu gargi anita ayoob akshay anand
Sir,0,1993,crime drama,naseeruddin shah,pooja bhatt,atul agnihotri,6.3,Sir crime drama naseeruddin shah pooja bhatt atul agnihotri
Veerta,0,1993,action,sunny deol,jaya prada,shakti kapoor,5.9,Veerta action sunny deol jaya prada shakti kapoor
Waqt Hamara Hai,0,1993,action comedy crime,akshay kumar,sunil shetty,ayesha jhulka,5.9,Waqt Hamara Hai action comedy crime akshay kumar sunil shetty ayesha jhulka
Zakhmi Rooh,0,1993,horror,moon moon sen,javed jaffrey,raj kiran,5.5,Zakhmi Rooh horror moon moon sen javed jaffrey raj kiran
Deewana,0,1992,action comedy crime,rishi kapoor,divya bharti,shah rukh khan,6.8,Deewana action comedy crime rishi kapoor divya bharti shah rukh khan
Khuda Gawah,0,1992,action adventure drama,amitabh bachchan,sridevi,nagarjuna akkineni,6.6,Khuda Gawah action adventure drama amitabh bachchan sridevi nagarjuna akkineni
Santaan,0,1993,drama family,jeetendra,moushumi chatterjee,deepak tijori,6.1,Santaan drama family jeetendra moushumi chatterjee deepak tijori
Yugandhar,0,1993,action crime drama,mithun chakraborty,kabir bedi,,7.0,Yugandhar action crime drama mithun chakraborty kabir bedi 
Vishwatma,0,1992,action drama thriller,naseeruddin shah,sunny deol,chunky pandey,6.5,Vishwatma action drama thriller naseeruddin shah sunny deol chunky pandey
Vansh,0,1992,action crime drama,sudesh berry,anupam kher,ekta sohini,6.1,Vansh action crime drama sudesh berry anupam kher ekta sohini
Tahqiqaat,0,1993,crime mystery,mahesh anand,sulabha arya,laxmikant berde,5.9,Tahqiqaat crime mystery mahesh anand sulabha arya laxmikant berde
Zakhmo Ka Hisaab,0,1993,action crime drama,govinda,farha naaz,kiran kumar,5.8,Zakhmo Ka Hisaab action crime drama govinda farha naaz kiran kumar
Dil Ka Kya Kasoor,0,1992,musical romance,prithvi,divya bharti,sanam,5.8,Dil Ka Kya Kasoor musical romance prithvi divya bharti sanam
Raat,0,1992,horror,revathy,rohini hattangadi,om puri,7.1,Raat horror revathy rohini hattangadi om puri
Mere Sajana Saath Nibhana,0,1992,drama musical,mithun chakraborty,juhi chawla,shanti priya,6.4,Mere Sajana Saath Nibhana drama musical mithun chakraborty juhi chawla shanti priya
Meera Ka Mohan,0,1992,romance,avinash wadhavan,ashwini bhave,pran,6.6,Meera Ka Mohan romance avinash wadhavan ashwini bhave pran
Panaah,0,1992,action,naseeruddin shah,praveen kumar,pallavi joshi,6.6,Panaah action naseeruddin shah praveen kumar pallavi joshi
